match.attachment_count,match.completed_at,match.created_at,match.forfeited,match.group_id,match.has_attachment,match.id,match.identifier,match.location,match.loser_id,match.optional,match.player1_id,match.player1_is_prereq_match_loser,match.player1_prereq_match_id,match.player1_votes,match.player2_id,match.player2_is_prereq_match_loser,match.player2_prereq_match_id,match.player2_votes,match.prerequisite_match_ids_csv,match.round,match.rushb_id,match.scheduled_time,match.scores_csv,match.started_at,match.state,match.suggested_play_order,match.tournament_id,match.underway_at,match.updated_at,match.winner_id
,2018-03-08T17:43:38.677-08:00,2018-02-28T10:46:32.989-08:00,,,False,113006679,A,,68567255,False,68567443,False,,,68567255,False,,,,1,,,87-13,2018-02-28T10:46:33.350-08:00,complete,1,4247177,,2018-03-08T17:43:38.664-08:00,68567443
,2018-03-08T17:44:53.666-08:00,2018-02-28T10:46:32.994-08:00,,,False,113006680,B,,68567439,False,68567439,False,,,68567447,False,,,,1,,,41-59,2018-02-28T10:46:33.364-08:00,complete,2,4247177,,2018-03-08T17:44:53.645-08:00,68567447
,2018-03-08T17:43:58.538-08:00,2018-02-28T10:46:32.998-08:00,,,False,113006681,C,,68567453,False,68567463,False,,,68567453,False,,,,1,,,75-25,2018-02-28T10:46:33.371-08:00,complete,3,4247177,,2018-03-08T17:43:58.527-08:00,68567463
,2018-03-08T17:44:10.397-08:00,2018-02-28T10:46:33.001-08:00,,,False,113006682,D,,68567260,False,68567448,False,,,68567260,False,,,,1,,,66-34,2018-02-28T10:46:33.379-08:00,complete,4,4247177,,2018-03-08T17:44:10.379-08:00,68567448
,2018-03-08T17:43:50.852-08:00,2018-02-28T10:46:33.005-08:00,,,False,113006683,E,,68567462,False,68567248,False,,,68567462,False,,,,1,,,83-17,2018-02-28T10:46:33.387-08:00,complete,5,4247177,,2018-03-08T17:43:50.830-08:00,68567248
,2018-03-08T17:44:22.973-08:00,2018-02-28T10:46:33.009-08:00,,,False,113006684,F,,68567265,False,68567231,False,,,68567265,False,,,,1,,,61-39,2018-02-28T10:46:33.396-08:00,complete,6,4247177,,2018-03-08T17:44:22.955-08:00,68567231
,2018-03-08T17:44:32.539-08:00,2018-02-28T10:46:33.012-08:00,,,False,113006685,G,,68567436,False,68567239,False,,,68567436,False,,,,1,,,58-42,2018-02-28T10:46:33.407-08:00,complete,7,4247177,,2018-03-08T17:44:32.522-08:00,68567239
,2018-03-08T17:44:43.529-08:00,2018-02-28T10:46:33.016-08:00,,,False,113006686,H,,68567442,False,68567261,False,,,68567442,False,,,,1,,,57-43,2018-02-28T10:46:33.417-08:00,complete,8,4247177,,2018-03-08T17:44:43.510-08:00,68567261
,2018-03-08T17:37:19.688-08:00,2018-02-28T10:46:33.019-08:00,,,False,113006687,I,,68567240,False,68567452,False,,,68567240,False,,,,1,,,86-14,2018-02-28T10:46:33.425-08:00,complete,9,4247177,,2018-03-08T17:37:19.671-08:00,68567452
,2018-03-08T17:38:54.194-08:00,2018-02-28T10:46:33.022-08:00,,,False,113006688,J,,68567267,False,68567456,False,,,68567267,False,,,,1,,,61-39,2018-02-28T10:46:33.433-08:00,complete,10,4247177,,2018-03-08T17:38:54.175-08:00,68567456
,2018-03-08T17:38:15.018-08:00,2018-02-28T10:46:33.024-08:00,,,False,113006689,K,,68567262,False,68567257,False,,,68567262,False,,,,1,,,72-28,2018-02-28T10:46:33.441-08:00,complete,11,4247177,,2018-03-08T17:38:15.004-08:00,68567257
,2018-03-08T17:38:38.939-08:00,2018-02-28T10:46:33.027-08:00,,,False,113006690,L,,68567451,False,68567242,False,,,68567451,False,,,,1,,,72-28,2018-02-28T10:46:33.448-08:00,complete,12,4247177,,2018-03-08T17:38:38.922-08:00,68567242
,2018-03-08T17:37:38.324-08:00,2018-02-28T10:46:33.030-08:00,,,False,113006691,M,,68567465,False,68567237,False,,,68567465,False,,,,1,,,90-10,2018-02-28T10:46:33.456-08:00,complete,13,4247177,,2018-03-08T17:37:38.309-08:00,68567237
,2018-03-08T17:39:07.806-08:00,2018-02-28T10:46:33.035-08:00,,,False,113006692,N,,68567236,False,68567432,False,,,68567236,False,,,,1,,,59-41,2018-02-28T10:46:33.463-08:00,complete,14,4247177,,2018-03-08T17:39:07.784-08:00,68567432
,2018-03-08T17:38:28.681-08:00,2018-02-28T10:46:33.039-08:00,,,False,113006693,O,,68567466,False,68567234,False,,,68567466,False,,,,1,,,70-30,2018-02-28T10:46:33.471-08:00,complete,15,4247177,,2018-03-08T17:38:28.654-08:00,68567234
,2018-03-08T17:37:51.498-08:00,2018-02-28T10:46:33.043-08:00,,,False,113006694,P,,68567243,False,68567254,False,,,68567243,False,,,,1,,,76-24,2018-02-28T10:46:33.478-08:00,complete,16,4247177,,2018-03-08T17:37:51.480-08:00,68567254
,2018-03-08T17:41:26.879-08:00,2018-02-28T10:46:33.046-08:00,,,False,113006695,Q,,68567458,False,68567253,False,,,68567458,False,,,,1,,,88-12,2018-02-28T10:46:33.489-08:00,complete,17,4247177,,2018-03-08T17:41:26.866-08:00,68567253
,2018-03-08T17:43:29.615-08:00,2018-02-28T10:46:33.052-08:00,,,False,113006696,R,,68567435,False,68567435,False,,,68567457,False,,,,1,,,32-68,2018-02-28T10:46:33.497-08:00,complete,18,4247177,,2018-03-08T17:43:29.597-08:00,68567457
,2018-03-08T17:41:49.721-08:00,2018-02-28T10:46:33.055-08:00,,,False,113006697,S,,68567230,False,68567431,False,,,68567230,False,,,,1,,,79-21,2018-02-28T10:46:33.508-08:00,complete,19,4247177,,2018-03-08T17:41:49.710-08:00,68567431
,2018-03-08T17:42:37.111-08:00,2018-02-28T10:46:33.062-08:00,,,False,113006698,T,,68567438,False,68567233,False,,,68567438,False,,,,1,,,59-41,2018-02-28T10:46:33.520-08:00,complete,20,4247177,,2018-03-08T17:42:37.093-08:00,68567233
,2018-03-08T17:42:06.344-08:00,2018-02-28T10:46:33.068-08:00,,,False,113006699,U,,68567272,False,68567467,False,,,68567272,False,,,,1,,,86-14,2018-02-28T10:46:33.527-08:00,complete,21,4247177,,2018-03-08T17:42:06.326-08:00,68567467
,2018-03-08T17:42:48.421-08:00,2018-02-28T10:46:33.073-08:00,,,False,113006700,V,,68567241,False,68567464,False,,,68567241,False,,,,1,,,58-42,2018-02-28T10:46:33.536-08:00,complete,22,4247177,,2018-03-08T17:42:48.400-08:00,68567464
,2018-03-08T17:41:40.023-08:00,2018-02-28T10:46:33.078-08:00,,,False,113006701,W,,68567235,False,68567478,False,,,68567235,False,,,,1,,,84-16,2018-02-28T10:46:33.543-08:00,complete,23,4247177,,2018-03-08T17:41:40.012-08:00,68567478
,2018-03-08T17:43:05.366-08:00,2018-02-28T10:46:33.082-08:00,,,False,113006702,X,,68567459,False,68567258,False,,,68567459,False,,,,1,,,56-44,2018-02-28T10:46:33.552-08:00,complete,24,4247177,,2018-03-08T17:43:05.348-08:00,68567258
,2018-03-08T17:39:20.421-08:00,2018-02-28T10:46:33.086-08:00,,,False,113006703,Y,,68567434,False,68567247,False,,,68567434,False,,,,1,,,91-9,2018-02-28T10:46:33.560-08:00,complete,25,4247177,,2018-03-08T17:39:20.401-08:00,68567247
,2018-03-08T17:40:32.319-08:00,2018-02-28T10:46:33.091-08:00,,,False,113006704,Z,,68567251,False,68567264,False,,,68567251,False,,,,1,,,64-36,2018-02-28T10:46:33.568-08:00,complete,26,4247177,,2018-03-08T17:40:32.303-08:00,68567264
,2018-03-08T17:39:59.201-08:00,2018-02-28T10:46:33.095-08:00,,,False,113006705,AA,,68567266,False,68567232,False,,,68567266,False,,,,1,,,72-28,2018-02-28T10:46:33.575-08:00,complete,27,4247177,,2018-03-08T17:39:59.187-08:00,68567232
,2018-03-08T17:40:16.778-08:00,2018-02-28T10:46:33.098-08:00,,,False,113006706,AB,,68567440,False,68567246,False,,,68567440,False,,,,1,,,67-33,2018-02-28T10:46:33.583-08:00,complete,28,4247177,,2018-03-08T17:40:16.761-08:00,68567246
,2018-03-08T17:39:34.083-08:00,2018-02-28T10:46:33.103-08:00,,,False,113006707,AC,,68567252,False,68567446,False,,,68567252,False,,,,1,,,84-16,2018-02-28T10:46:33.592-08:00,complete,29,4247177,,2018-03-08T17:39:34.072-08:00,68567446
,2018-03-08T17:40:45.965-08:00,2018-02-28T10:46:33.107-08:00,,,False,113006708,AD,,68567468,False,68567450,False,,,68567468,False,,,,1,,,62-38,2018-02-28T10:46:33.600-08:00,complete,30,4247177,,2018-03-08T17:40:45.950-08:00,68567450
,2018-03-08T17:39:44.776-08:00,2018-02-28T10:46:33.111-08:00,,,False,113006709,AE,,68567238,False,68567445,False,,,68567238,False,,,,1,,,77-23,2018-02-28T10:46:33.607-08:00,complete,31,4247177,,2018-03-08T17:39:44.762-08:00,68567445
,2018-03-08T17:40:09.170-08:00,2018-02-28T10:46:33.116-08:00,,,False,113006710,AF,,68567460,False,68567449,False,,,68567460,False,,,,1,,,76-24,2018-02-28T10:46:33.614-08:00,complete,32,4247177,,2018-03-08T17:40:09.152-08:00,68567449
,2018-03-15T19:25:39.264-07:00,2018-02-28T10:46:33.120-08:00,,,False,113006711,AG,,68567447,False,68567443,False,113006679.0,,68567447,False,113006680.0,,"113006679,113006680",2,,,82-18,2018-03-08T17:44:53.658-08:00,complete,33,4247177,,2018-03-15T19:25:39.250-07:00,68567443
,2018-03-15T19:25:56.939-07:00,2018-02-28T10:46:33.126-08:00,,,False,113006712,AH,,68567448,False,68567463,False,113006681.0,,68567448,False,113006682.0,,"113006681,113006682",2,,,60-40,2018-03-08T17:44:10.390-08:00,complete,34,4247177,,2018-03-15T19:25:56.919-07:00,68567463
,2018-03-15T19:25:30.366-07:00,2018-02-28T10:46:33.130-08:00,,,False,113006713,AI,,68567231,False,68567248,False,113006683.0,,68567231,False,113006684.0,,"113006683,113006684",2,,,57-43,2018-03-08T17:44:22.967-08:00,complete,35,4247177,,2018-03-15T19:25:30.351-07:00,68567248
,2018-03-15T19:26:18.092-07:00,2018-02-28T10:46:33.134-08:00,,,False,113006714,AJ,,68567239,False,68567239,False,113006685.0,,68567261,False,113006686.0,,"113006685,113006686",2,,,40-60,2018-03-08T17:44:43.522-08:00,complete,36,4247177,,2018-03-15T19:26:18.066-07:00,68567261
,2018-03-15T19:21:49.273-07:00,2018-02-28T10:46:33.137-08:00,,,False,113006715,AK,,68567456,False,68567452,False,113006687.0,,68567456,False,113006688.0,,"113006687,113006688",2,,,67-33,2018-03-08T17:38:54.187-08:00,complete,37,4247177,,2018-03-15T19:21:49.260-07:00,68567452
,2018-03-15T19:22:18.399-07:00,2018-02-28T10:46:33.141-08:00,,,False,113006716,AL,,68567257,False,68567257,False,113006689.0,,68567242,False,113006690.0,,"113006689,113006690",2,,,47-53,2018-03-08T17:38:38.933-08:00,complete,38,4247177,,2018-03-15T19:22:18.359-07:00,68567242
,2018-03-15T19:22:04.627-07:00,2018-02-28T10:46:33.145-08:00,,,False,113006717,AM,,68567432,False,68567237,False,113006691.0,,68567432,False,113006692.0,,"113006691,113006692",2,,,74-26,2018-03-08T17:39:07.797-08:00,complete,39,4247177,,2018-03-15T19:22:04.610-07:00,68567237
,2018-03-15T19:22:32.856-07:00,2018-02-28T10:46:33.149-08:00,,,False,113006718,AN,,68567254,False,68567234,False,113006693.0,,68567254,False,113006694.0,,"113006693,113006694",2,,,52-48,2018-03-08T17:38:28.672-08:00,complete,40,4247177,,2018-03-15T19:22:32.835-07:00,68567234
,2018-03-15T19:24:17.010-07:00,2018-02-28T10:46:33.154-08:00,,,False,113006719,AO,,68567457,False,68567253,False,113006695.0,,68567457,False,113006696.0,,"113006695,113006696",2,,,66-34,2018-03-08T17:43:29.608-08:00,complete,41,4247177,,2018-03-15T19:24:16.994-07:00,68567253
,2018-03-15T19:25:02.128-07:00,2018-02-28T10:46:33.158-08:00,,,False,113006720,AP,,68567431,False,68567431,False,113006697.0,,68567233,False,113006698.0,,"113006697,113006698",2,,,46-54,2018-03-08T17:42:37.104-08:00,complete,42,4247177,,2018-03-15T19:25:02.109-07:00,68567233
,2018-03-15T19:24:39.830-07:00,2018-02-28T10:46:33.162-08:00,,,False,113006721,AQ,,68567464,False,68567467,False,113006699.0,,68567464,False,113006700.0,,"113006699,113006700",2,,,61-39,2018-03-08T17:42:48.414-08:00,complete,43,4247177,,2018-03-15T19:24:39.814-07:00,68567467
,2018-03-15T19:24:28.655-07:00,2018-02-28T10:46:33.167-08:00,,,False,113006722,AR,,68567258,False,68567478,False,113006701.0,,68567258,False,113006702.0,,"113006701,113006702",2,,,68-32,2018-03-08T17:43:05.360-08:00,complete,44,4247177,,2018-03-15T19:24:28.644-07:00,68567478
,2018-03-15T19:22:48.719-07:00,2018-02-28T10:46:33.172-08:00,,,False,113006723,AS,,68567264,False,68567247,False,113006703.0,,68567264,False,113006704.0,,"113006703,113006704",2,,,80-20,2018-03-08T17:40:32.314-08:00,complete,45,4247177,,2018-03-15T19:22:48.708-07:00,68567247
,2018-03-15T19:23:01.948-07:00,2018-02-28T10:46:33.176-08:00,,,False,113006724,AT,,68567246,False,68567232,False,113006705.0,,68567246,False,113006706.0,,"113006705,113006706",2,,,65-35,2018-03-08T17:40:16.772-08:00,complete,46,4247177,,2018-03-15T19:23:01.926-07:00,68567232
,2018-03-15T19:23:17.068-07:00,2018-02-28T10:46:33.182-08:00,,,False,113006725,AU,,68567450,False,68567446,False,113006707.0,,68567450,False,113006708.0,,"113006707,113006708",2,,,53-47,2018-03-08T17:40:45.960-08:00,complete,47,4247177,,2018-03-15T19:23:17.050-07:00,68567446
,2018-03-15T19:27:16.024-07:00,2018-02-28T10:46:33.187-08:00,,,False,113006726,AV,,68567445,False,68567445,False,113006709.0,,68567449,False,113006710.0,,"113006709,113006710",2,,,50-50,2018-03-08T17:40:09.164-08:00,complete,48,4247177,,2018-03-15T19:27:16.008-07:00,68567449
,2018-03-22T20:48:47.523-07:00,2018-02-28T10:46:33.191-08:00,,,False,113006727,AW,,68567463,False,68567443,False,113006711.0,,68567463,False,113006712.0,,"113006711,113006712",3,,,66-34,2018-03-15T19:25:56.931-07:00,complete,49,4247177,,2018-03-22T20:48:47.496-07:00,68567443
,2018-03-22T20:48:04.105-07:00,2018-02-28T10:46:33.195-08:00,,,False,113006728,AX,,68567261,False,68567248,False,113006713.0,,68567261,False,113006714.0,,"113006713,113006714",3,,,57-43,2018-03-15T19:26:18.082-07:00,complete,50,4247177,,2018-03-22T20:48:04.087-07:00,68567248
,2018-03-22T20:48:33.838-07:00,2018-02-28T10:46:33.199-08:00,,,False,113006729,AY,,68567242,False,68567452,False,113006715.0,,68567242,False,113006716.0,,"113006715,113006716",3,,,66-34,2018-03-15T19:22:18.383-07:00,complete,51,4247177,,2018-03-22T20:48:33.802-07:00,68567452
,2018-03-22T20:47:47.623-07:00,2018-02-28T10:46:33.204-08:00,,,False,113006730,AZ,,68567237,False,68567237,False,113006717.0,,68567234,False,113006718.0,,"113006717,113006718",3,,,44-56,2018-03-15T19:22:32.847-07:00,complete,52,4247177,,2018-03-22T20:47:47.607-07:00,68567234
,2018-03-22T20:49:16.875-07:00,2018-02-28T10:46:33.208-08:00,,,False,113006731,BA,,68567233,False,68567253,False,113006719.0,,68567233,False,113006720.0,,"113006719,113006720",3,,,70-30,2018-03-15T19:25:02.120-07:00,complete,53,4247177,,2018-03-22T20:49:16.850-07:00,68567253
,2018-03-22T20:48:20.468-07:00,2018-02-28T10:46:33.212-08:00,,,False,113006732,BB,,68567467,False,68567467,False,113006721.0,,68567478,False,113006722.0,,"113006721,113006722",3,,,43-57,2018-03-15T19:24:39.824-07:00,complete,54,4247177,,2018-03-22T20:48:20.408-07:00,68567478
,2018-03-22T20:49:23.511-07:00,2018-02-28T10:46:33.216-08:00,,,False,113006733,BC,,68567232,False,68567247,False,113006723.0,,68567232,False,113006724.0,,"113006723,113006724",3,,,72-28,2018-03-15T19:23:01.940-07:00,complete,55,4247177,,2018-03-22T20:49:23.482-07:00,68567247
,2018-03-22T20:47:26.979-07:00,2018-02-28T10:46:33.220-08:00,,,False,113006734,BD,,68567449,False,68567446,False,113006725.0,,68567449,False,113006726.0,,"113006725,113006726",3,,,52-48,2018-03-15T19:27:16.018-07:00,complete,56,4247177,,2018-03-22T20:47:26.962-07:00,68567446
,2018-03-29T13:37:35.236-07:00,2018-02-28T10:46:33.225-08:00,,,False,113006735,BE,,68567248,False,68567443,False,113006727.0,,68567248,False,113006728.0,,"113006727,113006728",4,,,72-28,2018-03-22T20:48:47.513-07:00,complete,57,4247177,,2018-03-29T13:37:35.209-07:00,68567443
,2018-03-29T13:36:49.513-07:00,2018-02-28T10:46:33.229-08:00,,,False,113006736,BF,,68567234,False,68567452,False,113006729.0,,68567234,False,113006730.0,,"113006729,113006730",4,,,55-45,2018-03-22T20:48:33.825-07:00,complete,58,4247177,,2018-03-29T13:36:49.498-07:00,68567452
,2018-03-29T13:37:22.939-07:00,2018-02-28T10:46:33.233-08:00,,,False,113006737,BG,,68567478,False,68567253,False,113006731.0,,68567478,False,113006732.0,,"113006731,113006732",4,,,61-39,2018-03-22T20:49:16.864-07:00,complete,59,4247177,,2018-03-29T13:37:22.918-07:00,68567253
,2018-03-29T13:37:09.440-07:00,2018-02-28T10:46:33.238-08:00,,,False,113006738,BH,,68567446,False,68567247,False,113006733.0,,68567446,False,113006734.0,,"113006733,113006734",4,,,72-28,2018-03-22T20:49:23.501-07:00,complete,60,4247177,,2018-03-29T13:37:09.419-07:00,68567247
,2018-04-05T08:13:13.042-07:00,2018-02-28T10:46:33.242-08:00,,,False,113006739,BI,,68567452,False,68567443,False,113006735.0,,68567452,False,113006736.0,,"113006735,113006736",5,,,66-34,2018-03-29T13:37:35.225-07:00,complete,61,4247177,,2018-04-05T08:13:13.023-07:00,68567443
,2018-04-05T08:13:28.750-07:00,2018-02-28T10:46:33.247-08:00,,,False,113006740,BJ,,68567253,False,68567253,False,113006737.0,,68567247,False,113006738.0,,"113006737,113006738",5,,,45-55,2018-03-29T13:37:22.931-07:00,complete,62,4247177,,2018-04-05T08:13:28.728-07:00,68567247
,2018-04-12T14:17:41.278-07:00,2018-02-28T10:46:33.251-08:00,,,False,113006741,BK,,68567443,False,68567443,False,113006739.0,,68567247,False,113006740.0,,"113006739,113006740",6,,,46-54,2018-04-05T08:13:28.741-07:00,complete,63,4247177,,2018-04-12T14:17:41.271-07:00,68567247
